#plate_id	well_id	chemical	category	moa	co_id	replica	activity	min	max	height	plateau	slope	lag	area	source
PM01	A01	Negative Control	carbon	C-Source, negative control		2	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DuctApe
PM01	A02	L-Arabinose	carbon	C-Source, carbohydrate	C00259	2	8	11.101580355290817	190.7510677763197	113.23696054660688	166.23070424291026	21.017428069173327	5.3274897315194405	2494.2907911455522	DuctApe
PM01	A03	N-Acetyl-D-Glucosamine	carbon	C-Source, carbohydrate	C00140	2	1	0.10000000000000002	23.324581579836163	5.671393771060495	25.01964477246581	3.234083295455069	12.916826334606421	123.35485879246353	DuctApe
PM01	A04	D-Saccharic acid	carbon	C-Source, carboxylic acid	C00818	2	1	0.1	21.03556631601949	2.9912823457348163	20.83377469379828	17.445359304649177	17.25	63.91408640309722	DuctApe
PM01	A05	Succinic acid	carbon	C-Source, carboxylic acid	C00042	2	0	0.1	8.049992275553421	1.3896551957757095	0.0	0.0	0.0	29.001923999014004	DuctApe
PM01	A06	D-Galactose	carbon	C-Source, carbohydrate	C00124	2	1	0.10000000000000002	5.099888183526288	1.3686972252434706	4.48602496564247	0.7833566998559236	12.654431070072505	30.158897858867583	DuctApe
PM01	A07	L-Aspartic acid	carbon	C-Source, amino acid	C00049	2	2	0.10000000000000002	37.46476353197354	11.610070802501724	37.023978582206034	31.45821255806458	12.0	253.69298784276836	DuctApe
PM01	A08	L-Proline	carbon	C-Source, amino acid	C00148	2	0	0.10000000000000002	30.198024643775664	6.532304083615288	0.0	0.0	0.0	141.55651277996822	DuctApe
PM01	A09	D-Alanine	carbon	C-Source, amino acid	C00133	2	1	0.10000000000000002	8.892658268165537	1.9650377347870454	9.348668773489083	1.1859592263543186	13.496803017886274	42.91886597566807	DuctApe
PM01	A10	D-Trehalose	carbon	C-Source, carbohydrate	C01083	2	3	0.10000000000000002	30.969164484378826	14.587580449180548	29.51100867863323	3.1177600670514294	5.69621637970528	320.93474762905225	DuctApe
PM01	A11	D-Mannose	carbon	C-Source, carbohydrate	C00159	2	4	0.10000000000000002	36.19705332198414	18.177317180647407	35.435384845915145	3.7245220937083716	4.992819132525391	400.2007434653085	DuctApe
PM01	A12	Dulcitol	carbon	C-Source, carbohydrate	C01697	2	4	6.7194649745099	34.667131182025784	17.423296238577553	0.477830343790059	13.444313508365004	0.0	382.75973697527405	DuctApe
PM01	B01	D-Serine	carbon	C-Source, amino acid	C00740	2	0	0.08416666666666671	3.255060402387333	0.6528252878772033	0.0	0.0	0.0	14.495517760064125	DuctApe
PM01	B02	D-Sorbitol	carbon	C-Source, carbohydrate	C00794	2	2	0.10000000000000002	49.187455523689515	13.573047410613164	48.81371026633444	40.845394100282746	12.25	295.8393729456817	DuctApe
